timestamp,open,high,low,close,volume,symbol
2021-01-29,0.04684000,0.19000000,0.03178000,0.03770000,376560768.30000000,DOGEEUR
2021-01-30,0.03770000,0.04200000,0.01830000,0.02326000,505652335.10000000,DOGEEUR
2021-01-31,0.02327000,0.04270000,0.02204000,0.03060000,511204715.00000000,DOGEEUR
2021-02-01,0.03060000,0.03646000,0.02735000,0.02896000,326741833.50000000,DOGEEUR
2021-02-02,0.02884000,0.02921000,0.02391000,0.02612000,192889049.70000000,DOGEEUR
2021-02-03,0.02609000,0.03324000,0.02584000,0.03110000,412409778.10000000,DOGEEUR
2021-02-04,0.03107000,0.05000000,0.02981000,0.04426000,1481554048.20000000,DOGEEUR
2021-02-05,0.04426000,0.04562000,0.03612000,0.03889000,451582035.20000000,DOGEEUR
2021-02-06,0.03891000,0.05000000,0.03701000,0.04807000,573384761.00000000,DOGEEUR
2021-02-07,0.04796000,0.07344000,0.04350000,0.06501000,1437783940.40000000,DOGEEUR
2021-02-08,0.06487000,0.07098000,0.05218000,0.06550000,832354227.10000000,DOGEEUR
2021-02-09,0.06550000,0.06944000,0.05227000,0.05796000,504351224.60000000,DOGEEUR
2021-02-10,0.05810000,0.06750000,0.05503000,0.06001000,390759814.30000000,DOGEEUR
2021-02-11,0.06014000,0.06258000,0.05603000,0.05769000,229589858.40000000,DOGEEUR
2021-02-12,0.05756000,0.06100000,0.05034000,0.05792000,233266999.50000000,DOGEEUR
2021-02-13,0.05792000,0.05940000,0.05457000,0.05482000,105910022.20000000,DOGEEUR
2021-02-14,0.05491000,0.05500000,0.04600000,0.05197000,272383807.80000000,DOGEEUR
2021-02-15,0.05187000,0.05318000,0.03954000,0.04905000,270900207.70000000,DOGEEUR
